348	P	14458	51086
349	B	14500	14632
350	P	14542	52890
351	B	14583	13479
352	P	14625	62403
353	B	14667	16014
354	P	14708	52212
355	P	14750	65507
356	P	14792	64225
357	P	14833	55845
358	P	14875	46851
359	P	14917	43299
360	P	14958	51356
361	P	15000	61912
362	P	15042	34149
363	P	15083	47892
364	P	15125	45112
365	P	15167	45294
366	P	15208	43329
367	I	15250	54449
368	P	15292	48327
369	P	15333	53093
370	I	15375	65894
371	P	15417	57115
372	P	15458	66485
373	P	15500	58711
374	P	15542	62213
375	I	15583	66705
376	P	15625	46495
377	P	15667	44958
378	P	15708	37926
379	P	15750	32742
380	P	15792	25335
381	P	15833	13134
382	P	15875	15278
383	P	15917	13069
384	B	15958	1039
385	B	16000	501
386	B	16042	164
387	P	16083	74
388	B	16125	27
389	B	16167	28
390	B	16208	27
391	P	16250	33
392	B	16292	27
393	B	16333	31
394	B	16375	27
395	P	16417	31
396	B	16458	27
397	B	16500	27
398	P	16542	32
399	I	16583	205
400	B	16625	618
401	B	16667	3051
402	B	16708	6807
403	P	16750	9653
404	P	16792	15484
405	P	16833	14995
406	P	16875	22278
407	P	16917	21067
408	P	16958	29721
409	P	17000	28725
410	P	17042	33150
411	P	17083	33192
412	P	17125	38544
413	P	17167	51908
414	P	17208	46318
415	P	17250	49471
416	B	17292	32152
417	P	17333	45245
418	B	17375	33932
419	P	17417	41429
420	B	17458	32810
421	P	17500	44590
422	B	17542	33055
423	P	17583	43515
424	B	17625	44214
425	P	17667	59831
426	P	17708	37325
427	B	17750	42739
428	P	17792	62130
429	B	17833	34300
430	P	17875	64005
431	I	17917	74025
432	B	17958	28856
433	P	18000	40356
434	B	18042	31596
435	P	18083	39315
436	B	18125	40712
437	P	18167	58900
438	B	18208	31841
439	P	18250	58253
440	B	18292	38731
441	P	18333	51097
442	B	18375	33642
443	P	18417	38907
444	P	18458	29865
445	I	18500	88652
446	B	18542	28682
447	B	18583	30070
448	B	18625	39848
449	P	18667	87934
450	B	18708	46680
451	B	18750	60652
452	B	18792	35689
453	P	18833	72136
454	B	18875	36841
455	B	18917	38955
456	P	18958	64349
457	B	19000	53580
458	B	19042	74004
459	B	19083	41962
460	P	19125	89599
461	B	19167	55171
462	P	19208	59126
463	I	19250	113610
464	P	19292	1533
465	P	19333	67426
466	I	19375	99284
467	P	19417	70328
468	P	19458	59829
469	P	19500	59991
470	P	19542	39587
471	P	19583	49952
472	P	19625	39194
473	P	19667	35779
474	P	19708	38906
475	I	19750	77294
476	P	19792	67076
477	P	19833	55958
478	B	19875	39872
479	P	19917	53230
480	P	19958	58651
481	P	20000	38004
482	P	20042	57153
483	P	20083	47936
484	P	20125	59089
485	P	20167	49114
486	P	20208	56413
487	P	20250	60188
488	B	20292	38791
489	P	20333	63030
490	B	20375	29853
491	P	20417	63203
492	B	20458	27848
493	P	20500	55657
494	P	20542	45273
495	I	20583	97593
496	B	20625	29313
497	P	20667	60979
498	B	20708	28359
499	P	20750	46969
500	P	20792	36382
501	I	20833	52413
502	P	20875	31733
503	P	20917	35091
504	P	20958	41209
505	P	21000	35786
506	P	21042	41202
507	P	21083	37449
508	P	21125	40239
509	P	21167	33462
510	P	21208	43530
511	P	21250	36226
512	P	21292	35076
513	I	21333	43482
514	P	21375	33378
515	P	21417	31747
516	I	21458	37720
517	P	21500	28593
518	P	21542	24136
519	P	21583	26380
520	P	21625	24615
521	P	21667	23501
522	P	21708	26902
523	P	21750	18053
524	P	21792	15266
525	P	21833	14310
526	P	21875	15859
527	P	21917	15841
528	P	21958	18141
529	P	22000	24222
530	P	22042	24911
531	P	22083	23913
532	P	22125	27052
533	P	22167	28108
534	P	22208	26337
535	P	22250	30371
536	P	22292	28091
537	P	22333	43540
538	P	22375	42795
539	P	22417	44128
540	P	22458	41209
541	P	22500	37509
542	P	22542	36125
543	P	22583	37294
544	I	22625	38580
545	I	22667	51513
546	B	22708	26564
547	P	22750	34496
548	P	22792	33549
549	P	22833	34325
550	P	22875	36698
551	P	22917	40167
552	P	22958	40589
553	P	23000	39359
554	P	23042	40605
555	P	23083	38013
556	P	23125	35664
557	P	23167	32892
558	P	23208	29586
559	P	23250	28872
560	P	23292	30237
561	I	23333	83855
562	P	23375	36862
563	P	23417	40203
564	P	23458	49950
565	P	23500	70968
566	P	23542	52936
567	P	23583	47410
568	P	23625	46888
569	P	23667	41772
570	P	23708	60157
571	P	23750	45876
572	P	23792	40065
573	P	23833	39919
574	P	23875	52372
575	P	23917	38925
576	P	23958	43533
577	P	24000	35860
578	P	24042	33897
579	P	24083	33109
580	P	24125	32395
581	P	24167	29036
582	P	24208	20864
583	P	24250	19176
584	P	24292	17379
585	P	24333	24311
586	P	24375	24944
587	P	24417	28056
588	P	24458	30941
589	P	24500	30134
590	P	24542	34861
591	P	24583	37488
592	I	24625	43269
593	P	24667	34505
594	P	24708	33313
595	P	24750	32329
596	P	24792	32933
597	I	24833	90762
598	B	24875	43775
599	P	24917	59644
600	B	24958	34590
601	P	25000	51855
602	P	25042	66969
603	P	25083	65112
604	P	25125	47948
605	P	25167	48667
606	P	25208	71024
607	P	25250	34547
608	P	25292	48584
609	P	25333	73764
610	I	25375	75571
611	P	25417	61436
612	P	25458	55213
613	P	25500	50926
614	P	25542	49697
615	P	25583	50541
616	P	25625	53564
617	P	25667	66906
618	P	25708	56730
619	P	25750	55808
620	P	25792	56844
621	P	25833	52823
622	P	25875	49542
623	P	25917	46468
624	P	25958	41124
625	I	26000	41925
626	P	26042	33898
627	I	26083	46229
628	P	26125	37330
629	P	26167	33463
630	P	26208	31319
631	P	26250	37515
632	P	26292	44391
633	P	26333	48335
634	P	26375	45514
635	P	26417	49055
636	P	26458	51930
637	P	26500	42795
638	P	26542	45460
639	P	26583	42593
640	P	26625	33829
641	P	26667	28264
642	I	26708	58995
643	P	26750	43569
644	P	26792	34171
645	I	26833	53129
646	P	26875	33859
647	P	26917	37287
648	P	26958	43101
649	P	27000	45394
650	P	27042	47201
651	P	27083	42769
652	P	27125	60036
653	P	27167	51311
654	P	27208	47168
655	I	27250	69556
656	B	27292	25435
657	P	27333	44068
658	P	27375	42916
659	P	27417	42424
660	P	27458	39713
661	P	27500	44173
662	P	27542	43701
663	P	27583	39696
664	P	27625	36432
665	P	27667	32083
666	P	27708	30192
667	P	27750	33524
668	P	27792	37972
669	P	27833	38611
670	P	27875	33779
671	I	27917	46918
672	P	27958	41674
673	P	28000	36988
674	P	28042	31385
675	P	28083	30087
676	P	28125	32055
677	P	28167	34434
678	P	28208	36872
679	P	28250	39391
680	P	28292	40940
681	P	28333	40746
682	P	28375	42059
683	P	28417	43628
684	P	28458	47243
685	P	28500	49784
686	P	28542	67900
687	P	28583	57305
688	P	28625	75687
689	P	28667	60860
690	B	28708	39666
691	P	28750	57857
692	P	28792	52240
693	P	28833	41553
694	I	28875	67747
695	B	28917	20692
696	P	28958	39161
697	B	29000	20920
698	P	29042	41193
699	B	29083	18432
700	P	29125	38381
701	B	29167	33320
702	P	29208	60088
703	P	29250	50682
704	B	29292	25671
705	P	29333	46606
706	P	29375	41554
707	B	29417	17848
708	P	29458	33714
709	P	29500	28646
710	P	29542	31323
711	I	29583	83516
712	P	29625	32988
713	P	29667	61413
714	P	29708	51097
715	P	29750	43943
716	P	29792	54254
717	P	29833	48277
718	B	29875	16218
719	P	29917	45843
720	B	29958	16657
721	P	30000	57370
722	B	30042	27818
723	P	30083	46854
724	P	30125	61237
725	P	30167	53130
726	P	30208	45638
727	P	30250	59044
728	P	30292	37814
729	P	30333	26749
730	P	30375	40220
731	P	30417	43542
732	P	30458	35683
733	P	30500	42550
734	P	30542	43183
735	I	30583	53601
736	P	30625	37326
737	P	30667	50530
738	P	30708	30636
739	I	30750	71526
740	P	30792	40442
741	B	30833	15179
742	P	30875	28656
743	P	30917	47530
744	P	30958	49353
745	P	31000	48216
746	P	31042	45122
747	P	31083	46932
748	P	31125	41702
749	P	31167	34569
750	P	31208	42662
751	P	31250	47171
752	P	31292	45548
753	P	31333	46685
754	P	31375	39005
755	P	31417	44431
756	P	31458	44184
757	P	31500	35625
758	I	31542	60307
759	P	31583	36685
760	P	31625	37976
761	P	31667	42001
762	P	31708	38145
763	P	31750	33911
764	P	31792	42695
765	P	31833	18797
766	P	31875	29135
767	P	31917	28484
768	P	31958	25045
769	P	32000	32396
770	P	32042	28132
771	I	32083	58663
772	P	32125	44984
773	P	32167	40912
774	P	32208	43222
775	P	32250	33753
776	I	32292	44039
777	P	32333	32653
778	P	32375	38341
779	P	32417	36800
780	P	32458	31883
781	P	32500	33337
782	P	32542	31597
783	P	32583	37146
784	P	32625	33251
785	P	32667	31924
786	P	32708	30499
787	P	32750	31706
788	P	32792	33513
789	P	32833	34834
790	P	32875	38821
791	P	32917	40431
792	P	32958	43924
793	P	33000	40871
794	P	33042	41009
795	I	33083	56889
796	P	33125	40719
797	P	33167	43658
798	P	33208	47578
799	P	33250	43988
800	P	33292	44214
801	P	33333	55034
802	P	33375	57185
803	P	33417	48413
804	P	33458	48465
805	P	33500	43201
806	P	33542	40077
807	P	33583	45843
808	P	33625	39986
809	P	33667	40320
810	B	33708	24598
811	P	33750	38424
812	P	33792	30300
813	I	33833	80045
814	B	33875	19437
815	P	33917	34659
816	P	33958	36119
817	P	34000	56337
818	P	34042	45881
819	P	34083	45439
820	P	34125	35570
821	P	34167	31710
822	P	34208	30636
823	P	34250	31763
824	P	34292	31129
825	P	34333	32918
826	P	34375	33616
827	P	34417	32344
828	P	34458	36252
829	P	34500	34174
830	P	34542	33448
831	P	34583	41013
832	P	34625	31739
833	I	34667	59621
834	P	34708	28551
835	P	34750	30802
836	B	34792	23589
837	P	34833	30845
838	P	34875	30280
839	P	34917	54822
840	P	34958	42731
841	P	35000	35034
842	I	35042	96887
843	B	35083	25333
844	B	35125	45824
845	B	35167	19569
846	P	35208	67742
847	B	35250	41729
848	P	35292	78514
849	P	35333	66955
850	P	35375	47406
851	P	35417	53946
852	B	35458	34394
853	P	35500	47884
854	P	35542	63997
855	P	35583	45321
856	P	35625	54278
857	I	35667	63053
858	P	35708	33985
859	P	35750	50226
860	P	35792	52749
861	P	35833	54118
862	B	35875	21111
863	P	35917	49650
864	B	35958	21442
865	P	36000	54700
866	B	36042	17610
867	P	36083	60319
868	B	36125	29228
869	B	36167	269
870	B	36208	46
871	P	36250	34
872	B	36292	27
873	B	36333	28
874	B	36375	27
875	P	36417	30
876	B	36458	27
877	B	36500	28
878	B	36542	27
879	P	36583	30
880	B	36625	27
881	B	36667	28
882	B	36708	27
883	P	36750	30
884	B	36792	27
885	B	36833	28
886	B	36875	27
887	P	36917	30
888	P	36958	30
889	I	37000	170
890	B	37042	27
891	B	37083	27
892	B	37125	27
893	P	37167	28
894	B	37208	27
895	B	37250	28
896	B	37292	27
897	P	37333	30
898	B	37375	27
899	B	37417	28
900	B	37458	27
901	P	37500	30
902	B	37542	27
903	B	37583	28
904	B	37625	27
905	P	37667	30
906	B	37708	27
907	B	37750	28
908	B	37792	27
909	P	37833	30
910	B	37875	27
911	B	37917	28
912	B	37958	27
913	P	38000	30
914	B	38042	27
915	B	38083	28
916	B	38125	27
917	P	38167	30
918	B	38208	27
919	B	38250	27
920	P	38292	30
921	I	38333	170
922	B	38375	27
923	B	38417	27
924	B	38458	27
925	P	38500	28
926	B	38542	27
927	B	38583	126
928	B	38625	1772
929	P	38667	11624
930	P	38708	19049
931	P	38750	32347
932	P	38792	38353
933	P	38833	50514
934	P	38875	54179
935	P	38917	63369
936	P	38958	64908
937	P	39000	67491
938	P	39042	67578
939	P	39083	77348
940	B	39125	53439
941	P	39167	93071
942	P	39208	97032
943	B	39250	50131
944	P	39292	98194
945	B	39333	35897
946	P	39375	84577
947	B	39417	35585
948	P	39458	88335
949	B	39500	35529
950	B	39542	34270
951	P	39583	80113
952	P	39625	41706
953	I	39667	128022
954	B	39708	42060
955	P	39750	89966
956	B	39792	43128
957	P	39833	91522
958	B	39875	23133
959	P	39917	68042
960	B	39958	18290
961	B	40000	13903
962	P	40042	56473
963	B	40083	16479
964	P	40125	56364
965	B	40167	22787
966	P	40208	77657
967	B	40250	20728
968	B	40292	28983
969	P	40333	74361
970	B	40375	22316
971	P	40417	70489
972	B	40458	19996
973	B	40500	26358
974	P	40542	81935
975	B	40583	17407
976	B	40625	23692
977	P	40667	76984
978	B	40708	17731
979	B	40750	22608
980	P	40792	80574
981	B	40833	18369
982	B	40875	25546
983	P	40917	84717
984	P	40958	50400
985	I	41000	138067
986	B	41042	12955
987	B	41083	27864
988	B	41125	16605
989	P	41167	62122
990	B	41208	16100
991	B	41250	17844
992	P	41292	69370
993	B	41333	14967
994	B	41375	20661
995	P	41417	77767
996	B	41458	17707
997	B	41500	41756
998	B	41542	19706
999	P	41583	82340
1000	B	41625	20455
1001	B	41667	33936
1002	B	41708	16293
1003	P	41750	62766
1004	B	41792	15102
1005	P	41833	32839
1006	I	41875	63750
1007	P	41917	30435
1008	P	41958	44899
1009	B	42000	26352
1010	P	42042	51256
1011	P	42083	41079
1012	P	42125	44709
1013	P	42167	48584
1014	P	42208	42107
1015	P	42250	43238
1016	B	42292	33789
1017	P	42333	71439
1018	P	42375	49667
1019	B	42417	28186
1020	P	42458	50563
1021	B	42500	28191
1022	P	42542	49095
1023	B	42583	27597
1024	P	42625	40926
1025	P	42667	55617
1026	B	42708	18681
1027	P	42750	43241
1028	B	42792	18319
1029	P	42833	47513
1030	B	42875	19831
1031	P	42917	47543
1032	B	42958	32970
1033	P	43000	80617
1034	P	43042	50796
1035	B	43083	29770
1036	P	43125	77979
1037	P	43167	36910
1038	I	43208	105868
1039	P	43250	60911
1040	B	43292	22845
1041	P	43333	48736
1042	P	43375	27621
1043	I	43417	71589
1044	B	43458	18459
1045	B	43500	36659
1046	B	43542	30902
1047	P	43583	72184
1048	B	43625	29615
1049	B	43667	47387
1050	B	43708	33059
1051	P	43750	69770
1052	B	43792	26039
1053	B	43833	40503
1054	B	43875	21505
1055	P	43917	59565
1056	B	43958	24864
1057	B	44000	39566
1058	B	44042	22698
1059	P	44083	64089
1060	B	44125	23378
1061	B	44167	43079
1062	B	44208	28714
1063	P	44250	66707
1064	B	44292	27406
1065	B	44333	40350
1066	B	44375	29793
1067	P	44417	49829
1068	P	44458	24892
1069	I	44500	33010
1070	B	44542	9712
1071	B	44583	16475
1072	B	44625	9524
1073	P	44667	24011
1074	B	44708	12762
1075	B	44750	19256
1076	B	44792	12569
1077	P	44833	27793
1078	B	44875	16003
1079	B	44917	18626
1080	B	44958	12903
1081	P	45000	25892
1082	B	45042	13483
1083	B	45083	19387
1084	B	45125	13773
1085	P	45167	27773
1086	B	45208	14082
1087	B	45250	21751
1088	B	45292	14677
1089	P	45333	30759
1090	B	45375	16745
1091	B	45417	19423
1092	B	45458	13279
1093	P	45500	27067
1094	B	45542	13549
1095	B	45583	19523
1096	B	45625	14019
1097	P	45667	27203
1098	B	45708	13673
1099	B	45750	18880
1100	P	45792	21900
1101	I	45833	42695
1102	B	45875	15374
1103	B	45917	20369
1104	B	45958	17628
1105	P	46000	26497
1106	B	46042	16383
1107	B	46083	20734
1108	B	46125	16150
1109	P	46167	22051
1110	B	46208	15984
1111	B	46250	19796
1112	B	46292	13605
1113	P	46333	15599
1114	B	46375	10119
1115	P	46417	7866
1116	B	46458	1976
1117	B	46500	105
1118	P	46542	187
1119	B	46583	1435
1120	B	46625	3341
1121	B	46667	4283
1122	P	46708	6554
1123	B	46750	5370
1124	P	46792	8862
1125	B	46833	7870
1126	B	46875	8597
1127	P	46917	13188
1128	B	46958	9788
1129	B	47000	13881
1130	B	47042	11091
1131	P	47083	17806
1132	P	47125	12715
1133	I	47167	21225
1134	B	47208	12292
1135	B	47250	17752
1136	B	47292	12729
1137	P	47333	22458
1138	B	47375	14164
1139	B	47417	16105
1140	B	47458	12851
1141	P	47500	24189
1142	B	47542	10717
1143	B	47583	14279
1144	B	47625	11216
1145	P	47667	20265
1146	B	47708	10663
1147	B	47750	15445
1148	B	47792	11706
1149	P	47833	20947
1150	B	47875	13169
1151	B	47917	16609
1152	B	47958	13372
1153	P	48000	23575
1154	B	48042	9855
1155	B	48083	13083
1156	B	48125	10094
1157	P	48167	17488
1158	B	48208	9634
1159	B	48250	13989
1160	B	48292	9635
1161	P	48333	18855
1162	B	48375	9519
1163	B	48417	12767
1164	P	48458	14144
1165	I	48500	26209
1166	B	48542	6082
1167	B	48583	6922
1168	B	48625	126
1169	P	48667	31
1170	B	48708	27
1171	B	48750	28
1172	B	48792	27
1173	P	48833	30
1174	B	48875	78
1175	B	48917	177
1176	P	48958	3911
1177	P	49000	11394
1178	P	49042	16090
1179	P	49083	21074
1180	P	49125	24147
1181	I	49167	30033
1182	P	49208	41734
1183	P	49250	39690
1184	I	49292	58158
1185	P	49333	49866
1186	P	49375	63712
1187	P	49417	53099
1188	P	49458	69253
1189	P	49500	51649
1190	P	49542	41620
1191	P	49583	49000
1192	P	49625	48504
1193	P	49667	43147
1194	P	49708	70100
1195	P	49750	58083
1196	P	49792	69019
1197	P	49833	70391
1198	P	49875	72870
1199	P	49917	69534
1200	P	49958	82354
1201	P	50000	84040
1202	P	50042	67149
1203	P	50083	71848
1204	P	50125	71594
1205	P	50167	74856
1206	P	50208	76030
1207	P	50250	71018
1208	P	50292	72880
1209	P	50333	121611
1210	B	50375	23357
1211	B	50417	31625
1212	P	50458	74139
1213	B	50500	23899
1214	B	50542	31377
1215	P	50583	77795
1216	I	50625	133436
1217	B	50667	11158
1218	B	50708	36465
1219	P	50750	59148
1220	B	50792	12332
1221	B	50833	23657
1222	P	50875	72212
1223	B	50917	17982
1224	B	50958	13298
1225	P	51000	49219
1226	P	51042	40536
1227	B	51083	16512
1228	B	51125	26614
1229	P	51167	56333
1230	I	51208	93641
1231	B	51250	21651
1232	P	51292	79869
1233	P	51333	60184
1234	B	51375	16366
1235	B	51417	13984
1236	P	51458	65574
1237	B	51500	22950
1238	B	51542	42257
1239	B	51583	20330
1240	P	51625	80786
1241	B	51667	23261
1242	P	51708	61933
1243	B	51750	26443
1244	P	51792	76413
1245	P	51833	55883
1246	B	51875	18844
1247	P	51917	37081
1248	I	51958	89772
1249	I	52000	26543
1250	P	52042	23005
1251	P	52083	26296
1252	P	52125	26086
1253	P	52167	25369
1254	P	52208	26292
1255	P	52250	29038
1256	P	52292	29495
1257	P	52333	26220
1258	P	52375	24970
1259	P	52417	27848
1260	P	52458	26667
1261	P	52500	28962
1262	P	52542	27393
1263	P	52583	21797
1264	P	52625	21842
1265	P	52667	37469
1266	P	52708	61140
1267	P	52750	90847
1268	P	52792	68663
1269	I	52833	47489
1270	P	52875	24528
1271	P	52917	30442
1272	B	52958	51
1273	B	53000	51
1274	B	53042	27
1275	P	53083	34
1276	B	53125	27
1277	B	53167	28
1278	B	53208	27
1279	P	53250	30
1280	B	53292	27
1281	B	53333	28
1282	B	53375	27
1283	P	53417	30
1284	B	53458	27
1285	B	53500	28
1286	B	53542	27
1287	P	53583	30
1288	B	53625	29
1289	B	53667	110
1290	B	53708	1621
1291	P	53750	4749
1292	P	53792	11620
1293	P	53833	13858
1294	P	53875	23477
1295	P	53917	24797
1296	P	53958	35093
1297	P	54000	41422
1298	P	54042	38696
1299	P	54083	47130
1300	I	54125	61925
1301	P	54167	55052
1302	P	54208	60655
1303	P	54250	61362
1304	P	54292	69192
1305	P	54333	67871
1306	B	54375	38565
1307	P	54417	68419
1308	P	54458	41573
1309	P	54500	36812
1310	B	54542	27676
1311	P	54583	52792
1312	B	54625	23058
1313	P	54667	45592
1314	B	54708	29950
1315	P	54750	47706
1316	B	54792	35670
1317	B	54833	26537
1318	P	54875	52237
1319	B	54917	32650
1320	B	54958	29498
1321	P	55000	49944
1322	B	55042	42996
1323	P	55083	74317
1324	B	55125	35047
1325	P	55167	71413
1326	B	55208	39854
1327	P	55250	60410
1328	B	55292	46337
1329	P	55333	72694
1330	B	55375	40551
1331	P	55417	69931
1332	I	55458	81202
1333	P	55500	32539
1334	I	55542	172424
1335	B	55583	14051
1336	B	55625	40782
1337	B	55667	24328
1338	P	55708	120361
1339	B	55750	12246
1340	B	55792	42193
1341	B	55833	13757
1342	P	55875	115499
1343	B	55917	17272
1344	B	55958	24235
1345	B	56000	9656
1346	P	56042	103816
1347	B	56083	10559
1348	B	56125	26483
1349	B	56167	15797
1350	P	56208	109310
1351	B	56250	11826
1352	B	56292	37998
1353	B	56333	11222
1354	P	56375	126590
1355	B	56417	15468
1356	B	56458	26919
1357	B	56500	10346
1358	P	56542	111886
1359	B	56583	11395
1360	B	56625	26721
1361	B	56667	17377
1362	P	56708	126452
1363	P	56750	52259
1364	I	56792	203619
1365	B	56833	10696
1366	B	56875	26473
1367	B	56917	16033
1368	P	56958	93751
1369	B	57000	11372
1370	B	57042	37230
1371	B	57083	13050
1372	P	57125	110077
1373	B	57167	17007
1374	B	57208	27702
1375	B	57250	12606
1376	P	57292	101157
