1	I	0	1206
2	B	42	67
3	B	83	67
4	B	125	67
5	P	167	69
6	B	208	67
7	B	250	69
8	B	292	67
9	P	333	75
10	B	375	67
11	B	417	69
12	B	458	67
13	P	500	75
14	B	542	163
15	B	583	2934
16	B	625	21510
17	P	667	36789
18	P	708	55681
19	P	750	70469
20	P	792	83454
21	P	833	92554
22	P	875	103644
23	P	917	114721
24	P	958	113727
25	P	1000	116078
26	P	1042	122948
27	P	1083	130462
28	P	1125	132423
29	P	1167	121692
30	P	1208	150446
31	P	1250	132667
32	P	1292	203990
33	I	1333	245895
34	B	1375	61823
35	P	1417	113911
36	P	1458	117062
37	P	1500	152238
38	B	1542	62570
39	P	1583	122836
40	B	1625	76033
41	P	1667	142446
42	B	1708	71697
43	P	1750	138791
44	P	1792	109034
45	P	1833	112087
46	P	1875	112704
47	P	1917	106156
48	P	1958	107975
49	P	2000	112678
50	P	2042	97975
51	P	2083	98677
52	P	2125	114025
53	P	2167	138293
54	P	2208	106847
55	P	2250	104555
56	P	2292	114560
57	P	2333	117336
58	P	2375	119984
59	P	2417	115134
60	P	2458	115690
61	P	2500	108550
62	P	2542	109609
63	P	2583	104124
64	P	2625	95185
65	I	2667	214148
66	P	2708	88858
67	P	2750	82772
68	P	2792	82688
69	P	2833	81395
70	P	2875	81604
71	P	2917	79378
72	P	2958	79983
73	P	3000	86332
74	P	3042	80496
75	P	3083	78937
76	P	3125	75479
77	P	3167	80408
78	P	3208	81016
79	P	3250	78048
80	P	3292	63557
81	I	3333	109648
82	P	3375	74892
83	P	3417	83342
84	P	3458	90084
85	P	3500	88613
86	P	3542	88898
87	P	3583	95194
88	P	3625	126692
89	P	3667	104996
90	P	3708	90012
91	P	3750	93831
92	P	3792	93167
93	P	3833	89917
94	P	3875	118176
95	P	3917	99993
96	P	3958	108985
97	I	4000	130259
98	P	4042	103720
99	P	4083	78404
100	P	4125	101844
101	P	4167	92390
102	P	4208	116762
103	P	4250	89463
104	P	4292	112370
105	P	4333	88034
106	P	4375	84928
107	P	4417	83363
108	P	4458	90036
109	P	4500	122309
110	P	4542	98023
111	P	4583	119425
112	P	4625	100856
113	P	4667	137768
114	P	4708	102827
115	P	4750	130786
116	P	4792	116881
117	P	4833	84203
118	I	4875	258269
119	B	4917	79926
120	B	4958	133314
121	B	5000	71520
122	P	5042	195553
123	B	5083	99419
124	B	5125	110850
125	P	5167	189908
126	B	5208	91141
127	P	5250	127587
128	P	5292	96366
129	P	5333	192407
130	P	5375	153975
131	P	5417	137833
132	P	5458	159940
133	P	5500	112583
134	P	5542	121741
135	P	5583	141443
136	P	5625	153738
137	P	5667	126087
138	P	5708	132186
139	P	5750	100244
140	P	5792	134387
141	P	5833	141459
142	P	5875	109013
143	P	5917	138868
144	P	5958	101537
145	P	6000	82021
146	P	6042	140540
147	I	6083	144770
148	P	6125	103216
149	P	6167	109319
150	B	6208	43068
151	P	6250	80154
152	B	6292	52232
153	P	6333	123427
154	B	6375	46757
155	P	6417	108702
156	B	6458	57369
157	P	6500	130332
158	B	6542	42009
159	P	6583	112088
160	B	6625	84885
161	P	6667	183108
162	B	6708	66908
163	P	6750	162311
164	B	6792	43845
165	P	6833	110329
166	B	6875	52786
167	P	6917	133056
168	B	6958	50922
169	P	7000	140582
170	B	7042	54521
171	P	7083	126237
172	B	7125	35686
173	P	7167	143758
174	B	7208	61132
175	P	7250	133940
176	B	7292	60738
177	P	7333	134802
178	P	7375	124371
179	I	7417	241278
180	B	7458	51688
181	P	7500	108710
182	B	7542	50263
183	P	7583	125359
184	B	7625	63748
185	P	7667	105157
186	I	7708	169919
187	B	7750	20913
188	P	7792	66644
189	B	7833	21307
190	P	7875	104215
191	B	7917	30003
192	P	7958	137758
193	B	8000	34593
194	P	8042	127658
195	B	8083	36663
196	P	8125	137881
197	B	8167	74716
198	P	8208	211313
199	P	8250	132812
200	P	8292	128543
201	B	8333	26503
202	B	8375	47947
203	P	8417	176592
204	B	8458	36537
205	B	8500	58747
206	P	8542	202425
207	B	8583	63213
208	P	8625	207204
209	B	8667	38014
210	P	8708	127996
211	I	8750	293585
212	B	8792	25703
213	B	8833	66918
214	B	8875	30825
215	P	8917	168455
216	B	8958	31629
217	B	9000	51481
218	B	9042	33153
219	P	9083	176320
220	B	9125	37622
221	B	9167	66043
222	B	9208	39492
223	P	9250	180365
224	B	9292	25237
225	B	9333	83906
226	B	9375	30836
227	P	9417	218993
228	B	9458	41690
229	B	9500	71938
230	B	9542	28934
231	P	9583	196480
232	B	9625	14842
233	B	9667	67185
234	B	9708	42432
235	P	9750	203463
236	B	9792	45033
237	B	9833	75996
238	B	9875	45571
239	P	9917	194349
240	B	9958	37069
241	B	10000	90789
242	P	10042	112462
243	I	10083	340350
244	B	10125	54687
245	B	10167	101145
246	B	10208	49548
247	P	10250	171493
248	B	10292	59920
249	B	10333	106741
250	B	10375	44437
251	P	10417	121962
252	I	10458	184367
253	P	10500	81138
254	B	10542	62809
255	P	10583	98108
256	P	10625	86648
257	P	10667	163582
258	P	10708	90244
259	P	10750	100280
260	P	10792	111852
261	P	10833	112420
262	B	10875	44152
263	P	10917	104734
264	P	10958	116753
265	P	11000	123097
266	B	11042	76528
267	B	11083	59454
268	P	11125	134518
269	P	11167	100692
270	P	11208	101122
271	P	11250	106521
272	P	11292	144114
273	B	11333	60759
274	P	11375	111713
275	I	11417	221631
276	B	11458	39010
277	P	11500	77857
278	P	11542	81254
279	B	11583	40842
280	P	11625	110138
281	P	11667	98224
282	P	11708	90678
283	P	11750	107709
284	P	11792	95018
285	P	11833	85213
286	I	11875	148722
287	P	11917	119307
288	P	11958	104427
289	P	12000	97432
290	P	12042	74584
291	P	12083	103595
292	P	12125	119095
293	P	12167	79721
294	P	12208	100707
295	P	12250	102847
296	P	12292	111331
297	P	12333	106465
298	P	12375	68639
299	P	12417	92523
300	P	12458	78661
301	P	12500	142657
302	P	12542	99577
303	P	12583	65768
304	P	12625	92897
305	P	12667	123770
306	P	12708	99344
307	I	12750	138623
308	P	12792	73748
309	P	12833	82231
310	P	12875	105425
311	P	12917	119675
312	P	12958	86014
313	B	13000	39227
